sample_number,site_id,date,method,sample_type,status,lake,site_type,depth_category,has_grab_result,has_spatt_result,status_final
300,BKS_LJ_BU_SS,2025-08-19,grab,regular,shipped,lower jade,buoy,surface,TRUE,FALSE,analyzed
301,BKS_LJ_BU_DD,2025-08-19,grab,regular,shipped,lower jade,buoy,bottom,TRUE,FALSE,analyzed
302,BKS_BL_SH_06,2025-08-20,grab,duplicate,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
304,BYS_BR_SH_01,2025-08-18,grab,regular,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
305,BYS_PC_SH_02,2025-08-18,grab,regular,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
306,BYS_FR_SH_03,2025-08-18,grab,regular,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
307,BYS_CR_SH_04,2025-08-18,grab,regular,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
308,BYS_BY_BU_SS,2025-08-18,grab,regular,not collected,boysen,buoy,surface,FALSE,FALSE,not collected
309,BYS_BY_BU_DD,2025-08-18,grab,regular,not collected,boysen,buoy,bottom,FALSE,FALSE,not collected
310,BYS_FR_SH_03,2025-08-18,grab,duplicate,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
311,GRAB_BLANK,2025-08-19,grab,blank,shipped,blank,NA,NA,TRUE,FALSE,analyzed
312,BKS_BL_SH_01,2025-09-01,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
313,BKS_BL_SH_02,2025-09-01,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
314,BKS_BL_SH_03,2025-09-01,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
315,BKS_BL_SH_04,2025-09-02,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
316,BKS_BL_SH_05,2025-09-02,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
317,BKS_BL_SH_06,2025-09-02,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
318,BKS_BL_SH_07,2025-09-02,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
319,BKS_BL_BON,2025-09-02,spatt,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
320,BKS_BL_CREEK,2025-09-02,spatt,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
321,BKS_BL_BU_SS,2025-09-02,spatt,regular,shipped,brooks,buoy,surface,FALSE,FALSE,missing
322,BKS_BL_BU_DD,2025-09-02,spatt,regular,shipped,brooks,buoy,bottom,FALSE,FALSE,missing
323,BKS_UB_SH_08,2025-09-02,spatt,regular,lost,upper brooks,shore,NA,FALSE,FALSE,lost
324,BKS_UB_SH_09,2025-09-02,spatt,regular,shipped,upper brooks,shore,NA,FALSE,FALSE,missing
325,BKS_UB_BU_SS,2025-09-02,spatt,regular,shipped,upper brooks,buoy,surface,FALSE,FALSE,missing
326,BKS_UB_BU_DD,2025-09-02,spatt,regular,shipped,upper brooks,buoy,bottom,FALSE,FALSE,missing
327,BKS_RN_SH_10,2025-09-02,spatt,regular,shipped,rainbow,shore,NA,FALSE,FALSE,missing
328,BKS_RN_BU_SS,2025-09-02,spatt,regular,shipped,rainbow,buoy,surface,FALSE,FALSE,missing
329,BKS_RN_BU_DD,2025-09-02,spatt,regular,shipped,rainbow,buoy,bottom,FALSE,FALSE,missing
330,BKS_LJ_BU_SS,2025-09-02,spatt,regular,shipped,lower jade,buoy,surface,FALSE,FALSE,missing
331,BKS_LJ_BU_DD,2025-09-02,spatt,regular,shipped,lower jade,buoy,bottom,FALSE,FALSE,missing
332,Brooks Dup,2025-09-02,spatt,duplicate,not collected,NA,NA,NA,FALSE,FALSE,not collected
333,BYS_BR_SH_01,2025-09-01,spatt,regular,shipped,boysen,shore,NA,FALSE,FALSE,missing
334,BYS_PC_SH_02,2025-09-01,spatt,regular,lost,boysen,shore,NA,FALSE,FALSE,lost
335,BYS_FR_SH_03,2025-09-01,spatt,regular,shipped,boysen,shore,NA,FALSE,FALSE,missing
336,BYS_CR_SH_04,2025-09-01,spatt,regular,shipped,boysen,shore,NA,FALSE,FALSE,missing
337,BYS_CR_SH_04,2025-09-01,spatt,duplicate,shipped,boysen,shore,NA,FALSE,FALSE,missing
338,SPATT_BLANK,2025-09-01,spatt,blank,shipped,blank,NA,NA,FALSE,FALSE,missing
339,BKS_BL_SH_01,2025-09-01,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
340,BKS_BL_SH_02,2025-09-01,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
341,BKS_BL_SH_03,2025-09-01,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
342,BKS_BL_SH_04,2025-09-02,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
343,BKS_BL_SH_05,2025-09-02,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
344,BKS_BL_SH_06,2025-09-02,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
345,BKS_BL_SH_07,2025-09-02,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
346,BKS_BL_BON,2025-09-02,grab,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
347,BKS_BL_CREEK,2025-09-02,grab,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
348,BKS_BL_BU_SS,2025-09-02,grab,regular,shipped,brooks,buoy,surface,TRUE,FALSE,analyzed
349,BKS_BL_BU_DD,2025-09-02,grab,regular,shipped,brooks,buoy,bottom,TRUE,FALSE,analyzed
350,BKS_UB_SH_08,2025-09-02,grab,regular,shipped,upper brooks,shore,NA,TRUE,FALSE,analyzed
351,BKS_UB_SH_09,2025-09-02,grab,regular,shipped,upper brooks,shore,NA,TRUE,FALSE,analyzed
352,BKS_UB_BU_SS,2025-09-02,grab,regular,shipped,upper brooks,buoy,surface,TRUE,FALSE,analyzed
353,BKS_UB_BU_DD,2025-09-02,grab,regular,shipped,upper brooks,buoy,bottom,TRUE,FALSE,analyzed
354,BKS_RN_SH_10,2025-09-02,grab,regular,shipped,rainbow,shore,NA,TRUE,FALSE,analyzed
355,BKS_RN_BU_SS,2025-09-02,grab,regular,shipped,rainbow,buoy,surface,TRUE,FALSE,analyzed
356,BKS_RN_BU_DD,2025-09-02,grab,regular,shipped,rainbow,buoy,bottom,TRUE,FALSE,analyzed
357,BKS_LJ_BU_SS,2025-09-02,grab,regular,shipped,lower jade,buoy,surface,TRUE,FALSE,analyzed
358,BKS_LJ_BU_DD,2025-09-02,grab,regular,shipped,lower jade,buoy,bottom,TRUE,FALSE,analyzed
359,BKS_BL_SH_06,2025-09-02,grab,duplicate,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
361,BYS_BR_SH_01,2025-09-01,grab,regular,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
362,BYS_PC_SH_02,2025-09-01,grab,regular,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
363,BYS_FR_SH_03,2025-09-01,grab,regular,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
364,BYS_CR_SH_04,2025-09-01,grab,regular,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
365,BYS_CR_SH_04,2025-09-01,grab,duplicate,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
366,GRAB_BLANK,2025-09-01,grab,blank,shipped,blank,NA,NA,TRUE,FALSE,analyzed
367,BKS_BL_SH_01,2025-09-16,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
368,BKS_BL_SH_02,2025-09-16,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
369,BKS_BL_SH_03,2025-09-16,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
370,BKS_BL_SH_04,2025-09-17,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
371,BKS_BL_SH_05,2025-09-17,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
372,BKS_BL_SH_06,2025-09-17,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
373,BKS_BL_SH_07,2025-09-17,spatt,regular,shipped,brooks,shore,NA,FALSE,FALSE,missing
374,BKS_BL_BON,2025-09-17,spatt,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
375,BKS_BL_CREEK,2025-09-17,spatt,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
376,BKS_BL_BU_SS,2025-09-17,spatt,regular,shipped,brooks,buoy,surface,FALSE,FALSE,missing
377,BKS_BL_BU_DD,2025-09-17,spatt,regular,shipped,brooks,buoy,bottom,FALSE,FALSE,missing
378,BKS_UB_SH_08,2025-09-17,spatt,regular,shipped,upper brooks,shore,NA,FALSE,FALSE,missing
379,BKS_UB_SH_09,2025-09-17,spatt,regular,shipped,upper brooks,shore,NA,FALSE,FALSE,missing
380,BKS_UB_BU_SS,2025-09-17,spatt,regular,shipped,upper brooks,buoy,surface,FALSE,FALSE,missing
381,BKS_UB_BU_DD,2025-09-17,spatt,regular,shipped,upper brooks,buoy,bottom,FALSE,FALSE,missing
382,BKS_RN_SH_10,2025-09-17,spatt,regular,shipped,rainbow,shore,NA,FALSE,FALSE,missing
383,BKS_RN_BU_SS,2025-09-17,spatt,regular,shipped,rainbow,buoy,surface,FALSE,FALSE,missing
384,BKS_RN_BU_DD,2025-09-17,spatt,regular,shipped,rainbow,buoy,bottom,FALSE,FALSE,missing
385,BKS_LJ_BU_SS,2025-09-17,spatt,regular,shipped,lower jade,buoy,surface,FALSE,FALSE,missing
386,BKS_LJ_BU_DD,2025-09-17,spatt,regular,shipped,lower jade,buoy,bottom,FALSE,FALSE,missing
387,BKS_UB_SH_08,2025-09-17,spatt,duplicate,shipped,upper brooks,shore,NA,FALSE,FALSE,missing
388,BYS_BR_SH_01,2025-09-16,spatt,regular,shipped,boysen,shore,NA,FALSE,FALSE,missing
389,BYS_PC_SH_02,2025-09-16,spatt,regular,lost,boysen,shore,NA,FALSE,FALSE,lost
390,BYS_FR_SH_03,2025-09-16,spatt,regular,lost,boysen,shore,NA,FALSE,FALSE,lost
391,BYS_CR_SH_04,2025-09-16,spatt,regular,shipped,boysen,shore,NA,FALSE,FALSE,missing
392,Boysen Dup,2025-09-16,spatt,duplicate,lost,NA,NA,NA,FALSE,FALSE,lost
393,SPATT_BLANK,2025-09-16,spatt,blank,shipped,blank,NA,NA,FALSE,FALSE,missing
394,BKS_BL_SH_01,2025-09-16,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
395,BKS_BL_SH_02,2025-09-16,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
396,BKS_BL_SH_03,2025-09-16,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
397,BKS_BL_SH_04,2025-09-17,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
398,BKS_BL_SH_05,2025-09-17,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
399,BKS_BL_SH_06,2025-09-17,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
400,BKS_BL_SH_07,2025-09-17,grab,regular,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
401,BKS_BL_BON,2025-09-17,grab,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
402,BKS_BL_CREEK,2025-09-17,grab,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
403,BKS_BL_BU_SS,2025-09-17,grab,regular,shipped,brooks,buoy,surface,TRUE,FALSE,analyzed
404,BKS_BL_BU_DD,2025-09-17,grab,regular,shipped,brooks,buoy,bottom,TRUE,FALSE,analyzed
405,BKS_UB_SH_08,2025-09-17,grab,regular,shipped,upper brooks,shore,NA,TRUE,FALSE,analyzed
406,BKS_UB_SH_09,2025-09-17,grab,regular,shipped,upper brooks,shore,NA,TRUE,FALSE,analyzed
407,BKS_UB_BU_SS,2025-09-17,grab,regular,shipped,upper brooks,buoy,surface,TRUE,FALSE,analyzed
408,BKS_UB_BU_DD,2025-09-17,grab,regular,shipped,upper brooks,buoy,bottom,TRUE,FALSE,analyzed
409,BKS_RN_SH_10,2025-09-17,grab,regular,shipped,rainbow,shore,NA,TRUE,FALSE,analyzed
410,BKS_RN_BU_SS,2025-09-17,grab,regular,shipped,rainbow,buoy,surface,TRUE,FALSE,analyzed
411,BKS_RN_BU_DD,2025-09-17,grab,regular,shipped,rainbow,buoy,bottom,TRUE,FALSE,analyzed
412,BKS_LJ_BU_SS,2025-09-17,grab,regular,shipped,lower jade,buoy,surface,TRUE,FALSE,analyzed
413,BKS_LJ_BU_DD,2025-09-17,grab,regular,shipped,lower jade,buoy,bottom,TRUE,FALSE,analyzed
414,BKS_BL_SH_07,2025-09-17,grab,duplicate,shipped,brooks,shore,NA,TRUE,FALSE,analyzed
416,BYS_BR_SH_01,2025-09-16,grab,regular,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
417,BYS_PC_SH_02,2025-09-16,grab,regular,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
418,BYS_FR_SH_03,2025-09-16,grab,regular,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
419,BYS_CR_SH_04,2025-09-16,grab,regular,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
420,BYS_CR_SH_04,2025-09-16,grab,duplicate,shipped,boysen,shore,NA,TRUE,FALSE,analyzed
421,GRAB_BLANK,2025-09-16,grab,blank,shipped,blank,NA,NA,TRUE,FALSE,analyzed
422,BKS_BL_SH_01,2015-09-29,spatt,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
423,BKS_BL_SH_02,2015-09-29,spatt,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
424,BKS_BL_SH_03,2015-09-29,spatt,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
425,BKS_BL_SH_04,2025-09-30,spatt,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
426,BKS_BL_SH_05,2025-09-30,spatt,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
427,BKS_BL_SH_06,2025-09-30,spatt,regular,lost,brooks,shore,NA,FALSE,FALSE,lost
428,BKS_BL_SH_07,2025-09-30,spatt,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
429,BKS_BL_BON,2025-09-30,spatt,regular,lost,brooks,NA,NA,FALSE,FALSE,lost
430,BKS_BL_CREEK,2025-09-30,spatt,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
431,BKS_BL_BU_SS,2025-09-30,spatt,regular,collected,brooks,buoy,surface,FALSE,FALSE,collected
432,BKS_BL_BU_DD,2025-09-30,spatt,regular,collected,brooks,buoy,bottom,FALSE,FALSE,collected
433,BKS_UB_SH_08,2025-09-30,spatt,regular,collected,upper brooks,shore,NA,FALSE,FALSE,collected
434,BKS_UB_SH_09,2025-09-30,spatt,regular,collected,upper brooks,shore,NA,FALSE,FALSE,collected
435,BKS_UB_BU_SS,2025-09-30,spatt,regular,collected,upper brooks,buoy,surface,FALSE,FALSE,collected
436,BKS_UB_BU_DD,2025-09-30,spatt,regular,collected,upper brooks,buoy,bottom,FALSE,FALSE,collected
437,BKS_RN_SH_10,2025-09-30,spatt,regular,collected,rainbow,shore,NA,FALSE,FALSE,collected
438,BKS_RN_BU_SS,2025-09-30,spatt,regular,collected,rainbow,buoy,surface,FALSE,FALSE,collected
439,BKS_RN_BU_DD,2025-09-30,spatt,regular,collected,rainbow,buoy,bottom,FALSE,FALSE,collected
440,BKS_LJ_BU_SS,2025-10-01,spatt,regular,collected,lower jade,buoy,surface,FALSE,FALSE,collected
441,BKS_LJ_BU_DD,2025-10-01,spatt,regular,collected,lower jade,buoy,bottom,FALSE,FALSE,collected
442,BKS_BL_BU_SS,2025-10-01,spatt,duplicate,collected,brooks,buoy,surface,FALSE,FALSE,collected
443,BYS_BR_SH_01,2015-09-29,spatt,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
444,BYS_PC_SH_02,2015-09-29,spatt,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
445,BYS_FR_SH_03,2015-09-29,spatt,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
446,BYS_CR_SH_04,2015-09-29,spatt,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
447,Boysen Dup,2015-09-29,spatt,duplicate,not collected,NA,NA,NA,FALSE,FALSE,not collected
448,SPATT_BLANK,2015-09-29,spatt,blank,collected,blank,NA,NA,FALSE,FALSE,collected
449,BKS_BL_SH_01,2015-09-29,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
450,BKS_BL_SH_02,2015-09-29,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
451,BKS_BL_SH_03,2015-09-29,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
452,BKS_BL_SH_04,2025-09-30,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
453,BKS_BL_SH_05,2025-09-30,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
454,BKS_BL_SH_06,2025-09-30,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
455,BKS_BL_SH_07,2025-09-30,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
456,BKS_BL_BON,2025-09-30,grab,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
457,BKS_BL_CREEK,2025-09-30,grab,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
458,BKS_BL_BU_SS,2025-09-30,grab,regular,collected,brooks,buoy,surface,FALSE,FALSE,collected
459,BKS_BL_BU_DD,2025-09-30,grab,regular,collected,brooks,buoy,bottom,FALSE,FALSE,collected
460,BKS_UB_SH_08,2025-09-30,grab,regular,collected,upper brooks,shore,NA,FALSE,FALSE,collected
461,BKS_UB_SH_09,2025-09-30,grab,regular,collected,upper brooks,shore,NA,FALSE,FALSE,collected
462,BKS_UB_BU_SS,2025-09-30,grab,regular,collected,upper brooks,buoy,surface,FALSE,FALSE,collected
463,BKS_UB_BU_DD,2025-09-30,grab,regular,collected,upper brooks,buoy,bottom,FALSE,FALSE,collected
464,BKS_RN_SH_10,2025-09-30,grab,regular,collected,rainbow,shore,NA,FALSE,FALSE,collected
465,BKS_RN_BU_SS,2025-09-30,grab,regular,collected,rainbow,buoy,surface,FALSE,FALSE,collected
466,BKS_RN_BU_DD,2025-09-30,grab,regular,collected,rainbow,buoy,bottom,FALSE,FALSE,collected
467,BKS_LJ_BU_SS,2025-10-01,grab,regular,collected,lower jade,buoy,surface,FALSE,FALSE,collected
468,BKS_LJ_BU_DD,2025-10-01,grab,regular,collected,lower jade,buoy,bottom,FALSE,FALSE,collected
469,BKS_BL_SH_03,2025-09-30,grab,duplicate,collected,brooks,shore,NA,FALSE,FALSE,collected
471,BYS_BR_SH_01,2025-09-29,grab,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
472,BYS_PC_SH_02,2025-09-29,grab,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
473,BYS_FR_SH_03,2025-09-29,grab,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
474,BYS_CR_SH_04,2025-09-29,grab,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
475,BYS_CR_SH_04,2025-09-29,grab,duplicate,collected,boysen,shore,NA,FALSE,FALSE,collected
476,GRAB_BLANK,2025-09-29,grab,blank,collected,blank,NA,NA,FALSE,FALSE,collected
477,BKS_BL_SH_01,2025-10-14,spatt,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
478,BKS_BL_SH_02,2025-10-14,spatt,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
479,BKS_BL_SH_03,2025-10-14,spatt,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
480,BKS_BL_SH_04,2025-10-14,spatt,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
481,BKS_BL_SH_05,2025-10-14,spatt,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
482,BKS_BL_SH_06,2025-10-14,spatt,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
483,BKS_BL_SH_07,2025-10-14,spatt,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
484,BKS_BL_BON,2025-10-14,spatt,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
485,BKS_BL_CREEK,2025-10-14,spatt,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
486,BKS_BL_BU_SS,2025-10-14,spatt,regular,collected,brooks,buoy,surface,FALSE,FALSE,collected
487,BKS_BL_BU_DD,2025-10-14,spatt,regular,collected,brooks,buoy,bottom,FALSE,FALSE,collected
488,BKS_UB_SH_08,2025-10-15,spatt,regular,collected,upper brooks,shore,NA,FALSE,FALSE,collected
489,BKS_UB_SH_09,2025-10-15,spatt,regular,collected,upper brooks,shore,NA,FALSE,FALSE,collected
490,BKS_UB_BU_SS,2025-10-14,spatt,regular,collected,upper brooks,buoy,surface,FALSE,FALSE,collected
491,BKS_UB_BU_DD,2025-10-14,spatt,regular,collected,upper brooks,buoy,bottom,FALSE,FALSE,collected
492,BKS_RN_SH_10,2025-10-15,spatt,regular,collected,rainbow,shore,NA,FALSE,FALSE,collected
493,BKS_RN_BU_SS,2025-10-15,spatt,regular,lost,rainbow,buoy,surface,FALSE,FALSE,lost
494,BKS_RN_BU_DD,2025-10-14,spatt,regular,collected,rainbow,buoy,bottom,FALSE,FALSE,collected
495,BKS_LJ_BU_SS,2025-10-14,spatt,regular,collected,lower jade,buoy,surface,FALSE,FALSE,collected
496,BKS_LJ_BU_DD,2025-10-14,spatt,regular,collected,lower jade,buoy,bottom,FALSE,FALSE,collected
497,BYS_BR_SH_01,2025-10-14,spatt,duplicate,collected,boysen,shore,NA,FALSE,FALSE,collected
498,BYS_BR_SH_01,2025-10-14,spatt,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
499,BYS_PC_SH_02,2025-10-14,spatt,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
500,BYS_FR_SH_03,2025-10-14,spatt,regular,lost,boysen,shore,NA,FALSE,FALSE,lost
501,BYS_CR_SH_04,2025-10-14,spatt,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
502,Brooks Dup,2025-10-14,spatt,duplicate,not collected,NA,NA,NA,FALSE,FALSE,not collected
503,SPATT_BLANK,2025-10-17,spatt,blank,collected,blank,NA,NA,FALSE,FALSE,collected
504,BKS_BL_SH_01,2025-10-14,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
505,BKS_BL_SH_02,2025-10-14,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
506,BKS_BL_SH_03,2025-10-14,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
507,BKS_BL_SH_04,2025-10-14,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
508,BKS_BL_SH_05,2025-10-14,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
509,BKS_BL_SH_06,2025-10-14,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
510,BKS_BL_SH_07,2025-10-14,grab,regular,collected,brooks,shore,NA,FALSE,FALSE,collected
511,BKS_BL_BON,2025-10-14,grab,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
512,BKS_BL_CREEK,2025-10-14,grab,regular,collected,brooks,NA,NA,FALSE,FALSE,collected
513,BKS_BL_BU_SS,2025-10-14,grab,regular,collected,brooks,buoy,surface,FALSE,FALSE,collected
514,BKS_BL_BU_DD,2025-10-14,grab,regular,collected,brooks,buoy,bottom,FALSE,FALSE,collected
515,BKS_UB_SH_08,2025-10-15,grab,regular,collected,upper brooks,shore,NA,FALSE,FALSE,collected
516,BKS_UB_SH_09,2025-10-15,grab,regular,collected,upper brooks,shore,NA,FALSE,FALSE,collected
517,BKS_UB_BU_SS,2025-10-14,grab,regular,collected,upper brooks,buoy,surface,FALSE,FALSE,collected
518,BKS_UB_BU_DD,2025-10-14,grab,regular,collected,upper brooks,buoy,bottom,FALSE,FALSE,collected
519,BKS_RN_SH_10,2025-10-15,grab,regular,collected,rainbow,shore,NA,FALSE,FALSE,collected
520,BKS_RN_BU_SS,2025-10-14,grab,regular,collected,rainbow,buoy,surface,FALSE,FALSE,collected
521,BKS_RN_BU_DD,2025-10-14,grab,regular,collected,rainbow,buoy,bottom,FALSE,FALSE,collected
522,BKS_LJ_BU_SS,2025-10-14,grab,regular,collected,lower jade,buoy,surface,FALSE,FALSE,collected
523,BKS_LJ_BU_DD,2025-10-14,grab,regular,collected,lower jade,buoy,bottom,FALSE,FALSE,collected
524,BYS_CR_SH_04,2025-10-14,grab,duplicate,collected,boysen,shore,NA,FALSE,FALSE,collected
526,BYS_BR_SH_01,2025-10-14,grab,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
527,BYS_PC_SH_02,2025-10-14,grab,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
528,BYS_FR_SH_03,2025-10-14,grab,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
529,BYS_CR_SH_04,2025-10-14,grab,regular,collected,boysen,shore,NA,FALSE,FALSE,collected
530,Brooks Dup,2025-10-14,grab,duplicate,not collected,NA,NA,NA,FALSE,FALSE,not collected
531,GRAB_BLANK,2025-10-17,grab,blank,collected,blank,NA,NA,FALSE,FALSE,collected
532,BKS_RN_INFLOW,2025-09-30,grab,regular,collected,rainbow,NA,NA,FALSE,FALSE,collected
533,BKS_RN_INFLOW,2025-10-15,grab,regular,collected,rainbow,NA,NA,FALSE,FALSE,collected
